manufacturer,category,fuel_type,engine_volume,mileage,price
TOYOTA,Jeep,Petrol,4.7,138000,51746
HONDA,Minivan,Petrol,2.3,0,6900
HYUNDAI,Jeep,Diesel,2.0,40845,12388
TOYOTA,Sedan,Petrol,2.5,84000,21012
NISSAN,Goods wagon,Diesel,2.2,300000,7840
TOYOTA,Sedan,Hybrid,2.4,204800,13900
MERCEDES-BENZ,Sedan,Petrol,2.0,318406,6586
HYUNDAI,Sedan,Petrol,1.6,41279,16778
TOYOTA,Hatchback,Hybrid,1.5,11000,19444
MERCEDES-BENZ,Microbus,Diesel,2.2,1000,20385
BMW,Coupe,Petrol,2.8,180000,10976
TOYOTA,Sedan,Hybrid,1.8,100000,19757
TOYOTA,Sedan,Hybrid,1.8,158836,16308
HONDA,Hatchback,Hybrid,1.5,114000,10663
TOYOTA,Sedan,Hybrid,2.4,195200,13000
HYUNDAI,Sedan,LPG,2.0,392894,12858
HYUNDAI,Jeep,Diesel,1.7,162093,29583
MERCEDES-BENZ,Sedan,Petrol,2.8,100000,5331
NISSAN,Minivan,CNG,2.5,170000,7683
MERCEDES-BENZ,Coupe,Petrol,5.5,171000,35438
HYUNDAI,Jeep,Diesel,2.2,98000,36065
TOYOTA,Hatchback,Hybrid,1.8,59000,20385
NISSAN,Sedan,Petrol,1.6,90535,10663
MERCEDES-BENZ,Jeep,Petrol,4.7,84000,58018
HYUNDAI,Sedan,LPG,2.0,75507,7840
HYUNDAI,Minivan,Diesel,2.5,176878,15053
HYUNDAI,Minivan,Diesel,2.5,136711,30784
VOLKSWAGEN,Sedan,Petrol,2.0,222500,10036
FORD,Goods wagon,Diesel,2.4,198000,21009
FORD,Jeep,Petrol,3.5,66246,92070
MERCEDES-BENZ,Sedan,Petrol,1.8,102400,29793
TOYOTA,Hatchback,Hybrid,1.8,154000,16621
VOLKSWAGEN,Goods wagon,Diesel,2.0,238000,10017
CHEVROLET,Jeep,Diesel,1.6,71400,36166
HYUNDAI,Coupe,Petrol,2.0,106526,16452
LEXUS,Sedan,Petrol,3.5,94000,47042
TOYOTA,Sedan,Hybrid,2.5,152000,14113
HYUNDAI,Jeep,Diesel,2.0,29853,42337
FORD,Sedan,Petrol,1.5,100000,19444
TOYOTA,Sedan,Petrol,2.5,88000,17562
HONDA,Minivan,Hybrid,1.5,0,16000
BMW,Jeep,Petrol,2.0,208000,23521
TOYOTA,Sedan,Hybrid,2.5,179381,11133
VOLKSWAGEN,Coupe,Petrol,1.4,200000,5018
HONDA,Coupe,Hybrid,1.3,126000,19817
HYUNDAI,Sedan,Diesel,1.6,120455,8643
TOYOTA,Jeep,Hybrid,3.3,264877,5645
VOLKSWAGEN,Sedan,Petrol,1.4,93521,15994
HYUNDAI,Jeep,Diesel,2.0,177194,24327
MERCEDES-BENZ,Coupe,Petrol,2.3,236687,6272
HYUNDAI,Sedan,LPG,2.0,456867,9252
MERCEDES-BENZ,Sedan,Petrol,1.8,290000,5331
FORD,Sedan,Hybrid,2.5,75000,17562
TOYOTA,Sedan,Hybrid,1.8,145600,14426
CHEVROLET,Hatchback,Plug-in Hybrid,1.4,35000,28852
VOLKSWAGEN,Sedan,Petrol,1.8,80000,17876
MERCEDES-BENZ,Sedan,Petrol,3.5,129000,35124
CHEVROLET,Jeep,Diesel,2.0,156834,15125
TOYOTA,Sedan,Hybrid,1.8,281600,13485
HYUNDAI,Jeep,Diesel,1.7,32066,45542
HYUNDAI,Universal,Diesel,2.5,124708,44517
HYUNDAI,Jeep,Diesel,2.2,113321,52696
HYUNDAI,Sedan,Petrol,1.8,195200,16308
TOYOTA,Hatchback,Hybrid,1.5,108000,18817
MERCEDES-BENZ,Sedan,Petrol,1.8,197657,10820
VOLKSWAGEN,Sedan,Petrol,2.0,70098,9565
LEXUS,Jeep,Hybrid,3.5,244731,7997
TOYOTA,Jeep,Petrol,2.5,193960,5018
TOYOTA,Hatchback,Hybrid,1.8,220800,16621
BMW,Sedan,Petrol,3.0,0,15681
NISSAN,Sedan,Petrol,1.5,160000,7527
FORD,Jeep,Petrol,1.6,0,15524
HONDA,Hatchback,Petrol,1.5,27428,38762
TOYOTA,Hatchback,Hybrid,1.5,0,11604
TOYOTA,Jeep,Petrol,2.0,125000,14113
HONDA,Hatchback,Hybrid,1.3,145600,12858
HYUNDAI,Sedan,Petrol,1.8,54317,28382
HYUNDAI,Sedan,Diesel,1.6,97382,15612
HYUNDAI,Sedan,Petrol,2.4,93000,15994
HYUNDAI,Sedan,Petrol,1.6,79845,25299
BMW,Jeep,Petrol,3.0,232789,15994
TOYOTA,Sedan,Hybrid,2.4,154000,24148
TOYOTA,Jeep,Petrol,2.0,19834,21012
MERCEDES-BENZ,Coupe,LPG,1.8,160000,8154
CHEVROLET,Jeep,Diesel,2.0,62707,32973
TOYOTA,Jeep,Petrol,2.0,40272,19444
LEXUS,Jeep,Petrol,4.6,275240,15681
MERCEDES-BENZ,Microbus,Diesel,2.2,0,13485
BMW,Jeep,Diesel,3.0,0,7213
HYUNDAI,Sedan,Petrol,2.0,91678,13495
TOYOTA,Hatchback,Petrol,1.5,117000,8781
NISSAN,Hatchback,Petrol,1.4,139000,7213
HONDA,Sedan,Hybrid,1.5,144872,8311
NISSAN,Minivan,Petrol,2.0,105000,10349
TOYOTA,Hatchback,Hybrid,1.8,492642,5175
HYUNDAI,Sedan,LPG,2.0,317106,15681
NISSAN,Jeep,Petrol,2.5,95000,17562
HYUNDAI,Jeep,Diesel,2.0,41203,25873
TOYOTA,Sedan,Petrol,1.3,180000,10349
TOYOTA,Sedan,Hybrid,2.5,179381,11133
BMW,Jeep,Petrol,3.5,133600,39201
HYUNDAI,Minivan,Diesel,2.5,51273,21492
HYUNDAI,Jeep,Diesel,2.0,80687,39891
HYUNDAI,Coupe,Petrol,2.0,140013,26971
MERCEDES-BENZ,Goods wagon,Diesel,2.2,150000,7527
CHEVROLET,Sedan,Petrol,1.8,40772,6247
BMW,Sedan,Petrol,4.8,227000,20385
HYUNDAI,Jeep,Diesel,2.0,120871,40983
NISSAN,Jeep,CNG,3.5,233600,11917
MERCEDES-BENZ,Jeep,Petrol,3.7,208000,29166
MERCEDES-BENZ,Sedan,Petrol,2.4,0,8500
HYUNDAI,Jeep,Diesel,2.0,124000,24198
FORD,Microbus,Diesel,2.5,136000,14113
TOYOTA,Minivan,Petrol,2.4,195000,9408
HYUNDAI,Jeep,Diesel,2.0,56000,80074
FORD,Hatchback,Hybrid,2.0,120000,17876
HYUNDAI,Jeep,Diesel,2.0,114066,41720
MERCEDES-BENZ,Sedan,Petrol,5.0,205000,26657
BMW,Sedan,Petrol,3.5,211200,17562
AUDI,Coupe,Petrol,1.8,175650,11604
HYUNDAI,Sedan,Petrol,1.6,125047,20266
VOLKSWAGEN,Sedan,Petrol,1.8,50000,20385
TOYOTA,Sedan,Hybrid,1.5,3200,11917
MERCEDES-BENZ,Coupe,Petrol,2.0,43000,34184
HYUNDAI,Sedan,LPG,2.0,287140,18817
BMW,Coupe,Petrol,1.8,61000,9095
TOYOTA,Hatchback,Hybrid,1.5,248392,12560
HYUNDAI,Sedan,Hybrid,2.4,162000,17562
LEXUS,Sedan,Petrol,3.5,68630,11447
TOYOTA,Sedan,Petrol,1.8,128000,21012
CHEVROLET,Sedan,Petrol,5.3,0,10976
NISSAN,Jeep,Petrol,3.3,200000,9095
NISSAN,Minivan,Petrol,2.0,195000,9722
TOYOTA,Sedan,Hybrid,2.4,200000,11917
CHEVROLET,Jeep,Diesel,2.0,54472,38445
BMW,Coupe,Petrol,2.5,222222,8781
FORD,Cabriolet,Petrol,3.7,111431,21326
NISSAN,Jeep,Diesel,2.7,165000,8624
TOYOTA,Hatchback,Hybrid,1.8,240000,18503
BMW,Jeep,Diesel,3.0,70994,31047
TOYOTA,Hatchback,Petrol,1.5,42000,30906
HYUNDAI,Minivan,Diesel,2.5,151780,28357
AUDI,Sedan,Petrol,3.2,304000,15681
VOLKSWAGEN,Sedan,Petrol,2.0,13522,16308
TOYOTA,Sedan,Hybrid,2.4,192000,13172
FORD,Sedan,Petrol,2.5,49000,25089
HYUNDAI,Sedan,LPG,2.0,450383,13172
BMW,Sedan,Petrol,3.0,170000,43592
HYUNDAI,Sedan,Petrol,2.0,54590,17876
TOYOTA,Hatchback,Petrol,1.3,111000,8781
TOYOTA,Minivan,Petrol,2.4,110000,10820
LEXUS,Jeep,Petrol,3.5,82343,35570
HYUNDAI,Jeep,Diesel,1.7,105311,40224
MERCEDES-BENZ,Jeep,Petrol,4.7,198400,21953
HYUNDAI,Sedan,Petrol,1.6,83814,20814
CHEVROLET,Sedan,Petrol,3.6,180000,13172
TOYOTA,Hatchback,Hybrid,1.8,150000,17562
HYUNDAI,Minivan,Diesel,2.5,154672,34657
HYUNDAI,Sedan,LPG,2.0,259733,11290
MERCEDES-BENZ,Minivan,Diesel,2.2,22004,18817
CHEVROLET,Jeep,Diesel,2.0,51258,5331
HYUNDAI,Jeep,Petrol,1.6,28897,30734
HYUNDAI,Jeep,Diesel,2.0,133169,41547
HYUNDAI,Sedan,LPG,2.0,409910,15367
TOYOTA,Sedan,Petrol,2.5,60000,32615
HYUNDAI,Universal,Diesel,2.5,216000,21395
MERCEDES-BENZ,Jeep,Petrol,3.2,215947,9722
MERCEDES-BENZ,Sedan,LPG,2.6,196600,8624
LEXUS,Universal,Hybrid,1.8,60000,13500
HYUNDAI,Jeep,Diesel,2.0,106084,51075
HYUNDAI,Universal,Diesel,2.5,51831,44247
TOYOTA,Sedan,Petrol,1.4,210000,13172
HYUNDAI,Sedan,Petrol,2.4,161600,15681
BMW,Sedan,Petrol,2.8,38415,37006
MERCEDES-BENZ,Sedan,Diesel,2.2,1000,39201
VOLKSWAGEN,Sedan,Petrol,1.8,70000,20385
TOYOTA,Sedan,Hybrid,1.8,160000,22580
TOYOTA,Sedan,Hybrid,1.8,189000,18817
TOYOTA,Sedan,Hybrid,2.5,27484,38000
MERCEDES-BENZ,Sedan,LPG,2.6,300000,10036
TOYOTA,Jeep,Petrol,3.5,140966,23521
TOYOTA,Sedan,Hybrid,2.5,190549,5018
HYUNDAI,Jeep,Diesel,2.0,176635,23408
HYUNDAI,Sedan,Petrol,1.8,64800,17249
HYUNDAI,Sedan,Petrol,1.6,157827,17158
TOYOTA,Hatchback,Hybrid,1.8,243200,21012
CHEVROLET,Sedan,Petrol,2.5,48400,48914
MERCEDES-BENZ,Jeep,Diesel,3.0,174101,7213
BMW,Jeep,LPG,4.4,216000,10663
AUDI,Sedan,Petrol,3.0,44642,13328
MERCEDES-BENZ,Jeep,Petrol,3.5,149000,15053
HYUNDAI,Minivan,Diesel,2.5,109629,36235
TOYOTA,Sedan,Hybrid,1.8,97386,19444
TOYOTA,Hatchback,Hybrid,1.8,145000,18817
TOYOTA,Sedan,Petrol,2.5,121318,5175
TOYOTA,Sedan,Hybrid,1.8,281600,7213
FORD,Universal,Hybrid,2.0,62000,20385
NISSAN,Jeep,Petrol,1.6,55395,21953
HYUNDAI,Sedan,LPG,2.0,438867,10976
HYUNDAI,Minivan,Diesel,2.5,29086,39578
FORD,Microbus,Diesel,2.4,160000,17876
BMW,Jeep,Petrol,3.0,196000,70562
HYUNDAI,Sedan,Petrol,2.4,120000,24148
HYUNDAI,Sedan,Petrol,1.8,294034,5018
AUDI,Sedan,Petrol,2.0,0,13172
FORD,Jeep,Petrol,3.5,52029,91775
TOYOTA,Hatchback,Hybrid,1.5,107000,16935
LEXUS,Jeep,Petrol,4.6,155976,81539
HONDA,Sedan,Petrol,2.4,66599,52520
BMW,Jeep,Petrol,3.0,145000,30420
TOYOTA,Hatchback,Hybrid,1.8,0,10976
TOYOTA,Hatchback,Hybrid,1.8,109200,19130
FORD,Goods wagon,Diesel,1.8,235000,7840
MERCEDES-BENZ,Sedan,Petrol,2.0,1000,8467
TOYOTA,Sedan,CNG,2.4,229000,9408
TOYOTA,Minivan,Petrol,3.5,93000,48610
HYUNDAI,Sedan,Petrol,1.8,0,12544
FORD,Jeep,Petrol,2.3,30475,111002
HONDA,Sedan,Petrol,1.5,111111,6272
HYUNDAI,Minivan,Diesel,2.5,104112,36567
FORD,Goods wagon,Diesel,2.0,266000,13172
FORD,Sedan,Hybrid,2.0,204800,18817
TOYOTA,Hatchback,Hybrid,1.8,153795,7997
VOLKSWAGEN,Sedan,Petrol,1.4,11200,20165
VOLKSWAGEN,Sedan,Petrol,2.0,137000,7997
HYUNDAI,Sedan,Diesel,1.6,114101,15659
HONDA,Minivan,CNG,1.8,150000,10349
HONDA,Jeep,Petrol,2.4,106312,8311
NISSAN,Jeep,Petrol,4.0,127000,19500
MERCEDES-BENZ,Sedan,Diesel,3.5,189530,12388
VOLKSWAGEN,Sedan,Petrol,2.5,120640,19757
NISSAN,Sedan,Petrol,1.6,71069,10506
MERCEDES-BENZ,Sedan,Petrol,1.8,57956,29166
LEXUS,Hatchback,Hybrid,1.8,66000,29793
TOYOTA,Hatchback,Hybrid,1.5,18000,11917
TOYOTA,Jeep,Hybrid,2.5,33500,64290
MERCEDES-BENZ,Minivan,Diesel,2.2,0,21953
NISSAN,Hatchback,Petrol,1.2,36000,7000
CHEVROLET,Jeep,Petrol,5.3,170000,93769
TOYOTA,Sedan,Hybrid,1.5,296104,12544
HYUNDAI,Jeep,Diesel,2.0,229757,12676
TOYOTA,Jeep,Petrol,2.5,60800,40769
CHEVROLET,Sedan,Petrol,1.4,43107,16778
HYUNDAI,Jeep,Diesel,2.0,60000,37580
CHEVROLET,Jeep,Diesel,2.2,255456,15800
HYUNDAI,Sedan,Petrol,1.8,192000,18503
TOYOTA,Hatchback,Petrol,1.8,139300,18817
HYUNDAI,Coupe,Petrol,3.8,94813,41883
HONDA,Hatchback,Hybrid,1.3,246574,14740
VOLKSWAGEN,Sedan,Petrol,2.5,92000,19757
HONDA,Hatchback,Hybrid,1.3,121000,8938
MERCEDES-BENZ,Sedan,Diesel,3.0,273186,7997
MERCEDES-BENZ,Sedan,Petrol,1.8,121712,23521
MERCEDES-BENZ,Sedan,Petrol,1.7,110000,11290
MERCEDES-BENZ,Sedan,Diesel,3.5,189530,12388
HYUNDAI,Sedan,LPG,2.0,37898,14279
LEXUS,Jeep,Petrol,4.6,92800,111332
VOLKSWAGEN,Sedan,Petrol,2.8,250000,6272
TOYOTA,Hatchback,Hybrid,1.8,118000,24148
HYUNDAI,Jeep,Diesel,2.0,120534,26372
TOYOTA,Sedan,Petrol,1.8,123200,21953
HYUNDAI,Jeep,Diesel,2.0,94259,53154
HYUNDAI,Sedan,Petrol,1.6,124900,11992
TOYOTA,Sedan,Petrol,3.5,1669,31675
HYUNDAI,Coupe,Petrol,1.6,96000,19757
LEXUS,Jeep,Hybrid,3.3,224629,8154
HYUNDAI,Coupe,Petrol,2.0,104022,19613
MERCEDES-BENZ,Sedan,Diesel,3.5,109139,5018
VOLKSWAGEN,Goods wagon,Diesel,1.9,140160,7840
BMW,Sedan,Petrol,2.0,32000,47042
HYUNDAI,Sedan,Diesel,1.6,169486,12720
CHEVROLET,Sedan,Petrol,1.0,144265,7495
FORD,Microbus,Diesel,2.2,155000,14426
HYUNDAI,Sedan,Petrol,2.4,25541,24462
BMW,Sedan,Petrol,2.8,455855,7840
HYUNDAI,Coupe,Petrol,2.0,112387,15991
BMW,Jeep,Petrol,3.0,101000,54882
HONDA,Jeep,Petrol,2.4,50800,39201
HYUNDAI,Sedan,Petrol,2.0,31200,22580
CHEVROLET,Jeep,Diesel,2.0,222303,14959
HYUNDAI,Jeep,Diesel,2.0,136275,25299
NISSAN,Sedan,Diesel,1.5,180000,16621
FORD,Hatchback,Petrol,1.6,107200,10036
FORD,Hatchback,Hybrid,2.0,208000,13000
HYUNDAI,Sedan,Petrol,1.6,42211,11290
MERCEDES-BENZ,Sedan,Diesel,2.2,300000,29793
BMW,Jeep,Petrol,3.0,143000,59586
LEXUS,Jeep,Petrol,4.6,275240,15681
BMW,Sedan,Petrol,2.2,135000,8467
TOYOTA,Hatchback,Hybrid,1.5,0,10976
CHEVROLET,Sedan,Petrol,2.0,57870,27190
MERCEDES-BENZ,Sedan,Diesel,3.0,171221,9565
TOYOTA,Hatchback,Hybrid,1.5,152000,17876
HONDA,Hatchback,Petrol,1.3,163000,8311
LEXUS,Jeep,Petrol,3.5,128500,26657
MERCEDES-BENZ,Coupe,CNG,2.0,145000,7840
MERCEDES-BENZ,Jeep,Petrol,3.0,40000,141124
LEXUS,Jeep,Petrol,4.6,357246,40142
HYUNDAI,Jeep,Diesel,2.0,214639,22357
MERCEDES-BENZ,Sedan,Diesel,3.5,256914,8938
LEXUS,Sedan,Petrol,2.5,245000,26657
FORD,Sedan,Petrol,2.5,137374,13799
MERCEDES-BENZ,Sedan,CNG,2.0,260000,6586
BMW,Sedan,Diesel,3.0,98368,13485
HONDA,Hatchback,Hybrid,1.5,102000,10000
HYUNDAI,Coupe,Petrol,2.0,111849,11099
HYUNDAI,Sedan,Petrol,1.6,165000,20297
CHEVROLET,Sedan,Petrol,1.6,58221,5488
HYUNDAI,Jeep,Diesel,2.0,150000,37564
CHEVROLET,Sedan,Petrol,2.0,33034,14113
HYUNDAI,Sedan,LPG,2.0,374013,9252
CHEVROLET,Sedan,Petrol,1.4,126000,11290
FORD,Sedan,Petrol,2.5,160000,15053
CHEVROLET,Sedan,Petrol,1.4,64000,20385
NISSAN,Sedan,Petrol,2.5,150000,11604
HYUNDAI,Sedan,LPG,1.6,27477,20071
MERCEDES-BENZ,Sedan,Petrol,2.8,271000,7000
NISSAN,Sedan,Petrol,1.2,0,5331
HONDA,Hatchback,Petrol,1.3,91901,11726
NISSAN,Jeep,Petrol,1.6,133000,20385
HYUNDAI,Sedan,Petrol,1.6,52569,25004
HYUNDAI,Sedan,Diesel,2.5,82260,20385
HYUNDAI,Universal,Diesel,1.6,174582,12231
HYUNDAI,Coupe,Petrol,2.0,95605,41048
TOYOTA,Sedan,Hybrid,1.5,87000,8781
CHEVROLET,Jeep,Diesel,2.0,123097,30251
HYUNDAI,Minivan,Diesel,2.5,60517,10036
NISSAN,Sedan,Petrol,3.0,166000,6617
TOYOTA,Sedan,Petrol,2.5,121600,21326
BMW,Sedan,Petrol,2.0,156000,42337
TOYOTA,Minivan,Petrol,2.0,160550,10976
TOYOTA,Hatchback,Petrol,1.5,141053,12272
HONDA,Hatchback,Hybrid,1.5,152203,9656
BMW,Sedan,LPG,4.4,250000,15681
MERCEDES-BENZ,Minivan,Diesel,2.2,308050,28222
MERCEDES-BENZ,Jeep,Petrol,4.7,167000,75266
LEXUS,Jeep,Petrol,3.0,201000,11917
HYUNDAI,Sedan,LPG,2.0,116346,7056
HONDA,Jeep,Petrol,2.4,120000,17876
BMW,Jeep,Diesel,3.0,230942,13799
HYUNDAI,Jeep,Diesel,2.0,114406,32245
HYUNDAI,Minivan,Diesel,2.5,58788,15847
NISSAN,Universal,Petrol,2.0,170000,12231
BMW,Coupe,Petrol,4.4,92213,30734
MERCEDES-BENZ,Sedan,CNG,3.2,0,6586
TOYOTA,Sedan,Petrol,2.5,500,53000
TOYOTA,Hatchback,Hybrid,1.5,120000,12858
HYUNDAI,Sedan,LPG,2.0,227911,16935
VOLKSWAGEN,Sedan,Petrol,1.8,134400,11917
MERCEDES-BENZ,Goods wagon,LPG,2.0,0,7840
HYUNDAI,Sedan,Petrol,1.6,136292,20149
BMW,Sedan,Petrol,2.0,144000,37633
TOYOTA,Jeep,Petrol,2.5,99200,40769
HONDA,Coupe,Petrol,1.5,16639,66482
MERCEDES-BENZ,Sedan,CNG,1.6,200000,5331
HYUNDAI,Jeep,Diesel,2.0,53114,14050
LEXUS,Jeep,Petrol,3.5,360125,58018
HONDA,Sedan,Petrol,1.3,260000,5645
HONDA,Hatchback,Petrol,1.5,55000,22473
CHEVROLET,Coupe,Petrol,2.0,73842,12231
HYUNDAI,Jeep,Diesel,1.7,143544,33707
TOYOTA,Sedan,Hybrid,1.5,88000,8938
MERCEDES-BENZ,Sedan,Diesel,3.0,273186,9879
HYUNDAI,Jeep,Diesel,2.0,4654,79616
TOYOTA,Jeep,Petrol,2.7,265558,14583
TOYOTA,Sedan,Hybrid,1.8,0,14113
HYUNDAI,Sedan,Diesel,1.6,98000,28909
BMW,Sedan,Petrol,3.0,97800,16465
TOYOTA,Sedan,Petrol,1.3,38265,22000
VOLKSWAGEN,Sedan,Petrol,2.5,71000,20385
BMW,Jeep,Diesel,3.0,10000,29793
FORD,Hatchback,Petrol,2.0,155607,16935
HONDA,Sedan,Petrol,3.0,149000,8154
TOYOTA,Sedan,Petrol,1.8,13000,18503
TOYOTA,Hatchback,Hybrid,1.5,163000,8467
HYUNDAI,Sedan,LPG,2.0,133225,9408
HYUNDAI,Jeep,Diesel,2.0,131690,38063
TOYOTA,Sedan,Petrol,2.0,160000,10036
HYUNDAI,Sedan,Petrol,2.0,71886,17092
NISSAN,Sedan,Petrol,1.8,134400,17876
HYUNDAI,Sedan,Petrol,1.6,57000,26770
CHEVROLET,Jeep,Diesel,2.0,76113,6429
LEXUS,Sedan,Hybrid,2.5,152400,6115
HONDA,Sedan,Petrol,1.3,239825,7527
TOYOTA,Hatchback,Hybrid,1.5,100000,14113
CHEVROLET,Jeep,Petrol,3.6,200000,15681
HONDA,Hatchback,Hybrid,1.3,116197,11760
FORD,Sedan,Petrol,2.5,143632,12858
TOYOTA,Hatchback,Hybrid,1.5,60000,20385
AUDI,Sedan,Petrol,1.8,224000,9408
FORD,Sedan,Petrol,2.0,93669,17876
CHEVROLET,Sedan,Petrol,1.0,38799,7213
TOYOTA,Sedan,Petrol,2.5,115200,25716
TOYOTA,Universal,Hybrid,1.8,197000,21326
TOYOTA,Sedan,Hybrid,1.5,180000,11604
HYUNDAI,Sedan,Petrol,1.6,32595,18817
HONDA,Sedan,Petrol,2.0,20700,49848
HYUNDAI,Sedan,LPG,2.0,285486,15681
LEXUS,Jeep,Petrol,3.5,82021,49864
HONDA,Sedan,CNG,3.0,199000,5959
HYUNDAI,Sedan,LPG,2.0,71318,8311
HYUNDAI,Sedan,Petrol,2.4,50000,25089
MERCEDES-BENZ,Sedan,Diesel,3.2,0,7840
HONDA,Hatchback,Petrol,1.3,86996,15925
HYUNDAI,Sedan,Petrol,2.0,52000,22580
BMW,Sedan,Petrol,2.5,195000,10036
AUDI,Sedan,Petrol,2.0,220000,17562
LEXUS,Jeep,Petrol,4.6,106918,47042
HYUNDAI,Jeep,Petrol,2.4,159000,25089
CHEVROLET,Sedan,Diesel,2.0,61260,16621
HYUNDAI,Sedan,Petrol,1.6,35798,30931
LEXUS,Jeep,Petrol,4.7,264339,30734
TOYOTA,Hatchback,Hybrid,1.5,291200,13485
TOYOTA,Sedan,Hybrid,2.5,266000,13956
VOLKSWAGEN,Sedan,Petrol,1.6,11111,11917
LEXUS,Jeep,Petrol,4.6,146218,17562
MERCEDES-BENZ,Microbus,Diesel,2.3,126058,19444
VOLKSWAGEN,Sedan,Petrol,1.8,107200,17249
TOYOTA,Sedan,Petrol,2.5,64000,27598
CHEVROLET,Sedan,Petrol,5.3,186448,5488
HYUNDAI,Sedan,LPG,2.0,345316,11604
MERCEDES-BENZ,Hatchback,Petrol,1.9,123000,5331
MERCEDES-BENZ,Sedan,Diesel,2.2,270000,19130
TOYOTA,Jeep,Diesel,3.0,59826,131716
HYUNDAI,Sedan,LPG,2.0,82309,7683
TOYOTA,Sedan,LPG,1.8,127000,18817
HYUNDAI,Jeep,Diesel,1.7,186097,35899
NISSAN,Sedan,Petrol,2.3,160000,7300
MERCEDES-BENZ,Goods wagon,Diesel,2.8,0,15994
TOYOTA,Hatchback,Hybrid,1.5,100000,14113
TOYOTA,Sedan,Petrol,2.5,22400,20385
HONDA,Sedan,LPG,3.0,15500,7840
TOYOTA,Jeep,Petrol,3.5,368064,22580
MERCEDES-BENZ,Sedan,Diesel,3.5,107800,5802
HYUNDAI,Minivan,Diesel,2.5,74121,15994
TOYOTA,Hatchback,Hybrid,1.8,492642,10192
MERCEDES-BENZ,Microbus,Diesel,3.2,195000,29793
HONDA,Hatchback,Petrol,1.3,138000,11760
MERCEDES-BENZ,Jeep,Diesel,3.0,271701,26657
HYUNDAI,Coupe,Petrol,2.0,107005,16549
CHEVROLET,Sedan,Diesel,2.0,47221,6868
HYUNDAI,Sedan,Petrol,1.8,83000,15053
HYUNDAI,Jeep,Diesel,2.0,80737,53154
HYUNDAI,Universal,Diesel,2.5,145631,43655
HYUNDAI,Sedan,Petrol,2.0,37844,53282
FORD,Microbus,Diesel,2.4,0,20385
FORD,Coupe,Petrol,5.0,58000,21326
HYUNDAI,Sedan,Petrol,1.8,78024,13015
HYUNDAI,Sedan,Petrol,2.0,151727,19416
AUDI,Jeep,Petrol,3.2,280000,23834
TOYOTA,Jeep,Petrol,3.5,160000,22266
TOYOTA,Sedan,Petrol,2.5,12000,21012
FORD,Sedan,Petrol,1.6,152000,25089
CHEVROLET,Jeep,LPG,2.0,204067,21395
MERCEDES-BENZ,Jeep,CNG,3.7,321600,12231
HYUNDAI,Minivan,Diesel,2.5,52600,17719
CHEVROLET,Sedan,Diesel,1.6,28515,7213
HONDA,Sedan,Hybrid,1.3,156000,14740
HYUNDAI,Sedan,LPG,2.0,43000,13642
TOYOTA,Hatchback,Hybrid,1.8,138000,19444
HONDA,Hatchback,Hybrid,1.3,80000,15053
TOYOTA,Sedan,Petrol,2.0,172800,24462
MERCEDES-BENZ,Jeep,Petrol,3.0,21499,63663
TOYOTA,Sedan,Hybrid,1.8,87000,21953
HYUNDAI,Sedan,Petrol,2.0,63687,44608
MERCEDES-BENZ,Sedan,CNG,3.2,6789,7000
HYUNDAI,Sedan,Diesel,1.7,20796,19598
CHEVROLET,Sedan,Petrol,1.4,46800,22894
HYUNDAI,Jeep,Diesel,2.0,71826,38060
HYUNDAI,Sedan,Petrol,1.6,135378,16621
FORD,Goods wagon,Diesel,2.0,132000,13485
CHEVROLET,Hatchback,Petrol,1.4,190460,7527
HYUNDAI,Coupe,Petrol,2.0,134000,21442
TOYOTA,Hatchback,Petrol,1.5,28730,28438
LEXUS,Jeep,Petrol,4.6,255406,54568
VOLKSWAGEN,Sedan,Petrol,2.0,135000,22894
HYUNDAI,Sedan,Petrol,1.8,86391,32274
HYUNDAI,Sedan,Petrol,2.0,185367,17035
TOYOTA,Hatchback,Petrol,1.0,83000,7000
TOYOTA,Sedan,Petrol,3.5,1669,31675
LEXUS,Sedan,Hybrid,2.4,64000,25089
HYUNDAI,Minivan,Diesel,2.5,77227,35570
LEXUS,Jeep,Petrol,4.6,155821,39829
MERCEDES-BENZ,Hatchback,Diesel,2.0,151000,13172
TOYOTA,Hatchback,Hybrid,1.8,90000,23000
TOYOTA,Sedan,Hybrid,1.5,156000,12231
FORD,Hatchback,Petrol,1.6,84800,10663
TOYOTA,Jeep,Hybrid,3.5,205250,29479
MERCEDES-BENZ,Jeep,Diesel,3.0,255114,24775
MERCEDES-BENZ,Sedan,Petrol,3.0,46000,51118
TOYOTA,Hatchback,Hybrid,1.8,0,11604
TOYOTA,Hatchback,Hybrid,1.8,142300,22266
HYUNDAI,Jeep,Diesel,2.2,23216,40769
BMW,Sedan,Petrol,2.5,220000,7840
MERCEDES-BENZ,Jeep,Petrol,3.7,280000,17249
BMW,Sedan,Petrol,4.8,111111,18817
MERCEDES-BENZ,Sedan,Petrol,2.0,142431,14113
BMW,Sedan,Petrol,2.5,230000,8154
CHEVROLET,Hatchback,Plug-in Hybrid,1.4,65000,27284
HONDA,Coupe,Petrol,1.5,30274,58172
LEXUS,Jeep,Petrol,4.6,71000,81539
BMW,Sedan,LPG,2.8,220000,8467
TOYOTA,Sedan,Hybrid,2.5,124184,5018
HYUNDAI,Sedan,Petrol,1.6,47562,27504
